Key,Value
DISCUSSES,"{(991, 19), (839, 9)}"
DISCUSSING,"{(949, 90), (487, 105)}"
DISCUSSION,"{(733, 53), (1041, 40), (197, 18), (1098, 128), (197, 37), (733, 40), (694, 203), (14, 196), (373, 87), (468, 81), (196, 130), (907, 60), (468, 26)}"
DISCUSSIONS,"{(300, 156), (467, 141)}"
DISCUSSIONTREATMENT,"{(1082, 2)}"
DISEASE,"{(943, 129), (990, 61), (729, 29), (67, 68), (614, 48), (370, 96), (774, 9), (861, 77), (334, 21), (93, 196), (460, 8), (553, 199), (559, 130), (504, 41), (875, 106), (81, 96), (1004, 98), (722, 120), (325, 66), (39, 99), (165, 184), (664, 17), (184, 45), (788, 83), (920, 104), (57, 13), (808, 61), (1062, 197), (192, 76), (299, 13), (1093, 41), (250, 17), (440, 159), (362, 78), (333, 298), (610, 18), (437, 19), (320, 99), (332, 82), (776, 68), (207, 69), (605, 88), (133, 129), (921, 77), (682, 42), (733, 26), (811, 183), (460, 133), (872, 59), (964, 133), (330, 14), (255, 109), (205, 90), (202, 75), (328, 62), (658, 215), (684, 124), (1005, 170), (153, 79), (301, 63), (779, 114), (582, 85), (925, 79), (1147, 110), (1129, 83), (540, 106), (1131, 13), (803, 80), (25, 24), (735, 40), (891, 49), (811, 178), (14, 32), (667, 12), (333, 5), (973, 204), (197, 144), (870, 102), (673, 73), (422, 110), (606, 29), (845, 36), (643, 78), (481, 168), (800, 132), (867, 51), (124, 16), (755, 8), (956, 425), (585, 91), (1192, 27), (25, 10), (777, 23), (317, 29), (722, 96), (1115, 9), (925, 168), (2, 35), (22, 13), (580, 21), (932, 45), (990, 14), (84, 92), (243, 79), (1028, 40), (1187, 24), (715, 65), (1187, 33), (488, 32), (226, 32), (845, 31), (73, 198), (67, 124), (991, 5), (135, 11), (722, 64), (387, 3), (317, 24), (155, 111), (620, 43), (1051, 10), (1237, 2), (1062, 159), (518, 32), (1007, 71), (232, 65), (1115, 31), (197, 107), (559, 51), (226, 9), (331, 34), (661, 98), (719, 30), (599, 123), (5, 40), (552, 20), (617, 177), (666, 42), (515, 129), (73, 31), (67, 146), (1147, 104), (325, 32), (248, 148), (519, 126), (1194, 54), (835, 112), (472, 60), (160, 44), (255, 62), (549, 5), (326, 113), (1237, 15), (819, 113), (1039, 116), (136, 101), (2, 110), (62, 161), (270, 199), (307, 355), (1180, 11), (1232, 49), (863, 75), (835, 4), (990, 116), (1169, 118), (304, 197), (386, 10), (623, 84), (73, 44), (931, 66), (32, 3), (699, 79), (263, 43), (417, 101), (964, 81), (704, 14), (968, 231), (406, 91), (776, 137), (370, 25), (650, 70), (359, 123), (237, 8), (203, 104), (340, 91), (326, 193), (596, 215), (1031, 45), (666, 23), (265, 106), (446, 29), (1112, 91), (791, 54), (533, 15), (262, 37), (1112, 118), (107, 181), (502, 27), (292, 65), (365, 49), (425, 100), (1105, 106), (821, 9), (295, 70), (422, 31), (332, 137), (969, 200), (955, 265), (1192, 101), (830, 14), (599, 72), (582, 1), (990, 3), (1083, 194), (182, 58), (617, 126), (1060, 58), (545, 119), (217, 34), (516, 92), (120, 92), (1023, 36), (1083, 50), (349, 82), (172, 120), (550, 81), (687, 68), (1135, 106), (1162, 32), (734, 9), (878, 44), (865, 111), (134, 130), (394, 71), (517, 160), (202, 175), (963, 115), (34, 39), (232, 45), (779, 25), (914, 79), (387, 86), (650, 60), (212, 63), (764, 9), (549, 93), (510, 22), (583, 6), (880, 122), (731, 88), (541, 18), (667, 94), (125, 49), (699, 37), (490, 43), (889, 27), (653, 177), (408, 10), (898, 103), (986, 225), (701, 83), (157, 19), (155, 86), (501, 67), (1144, 24), (197, 64), (34, 34), (398, 63), (99, 14), (596, 155), (796, 91), (410, 37), (163, 35), (737, 23), (473, 93), (791, 3), (1199, 243), (183, 31), (581, 59), (490, 20), (679, 54), (460, 25), (1093, 99), (835, 51), (263, 5), (1031, 124), (1043, 89), (192, 210), (965, 17), (1109, 52), (919, 148), (568, 61), (776, 99), (271, 103), (148, 23), (1088, 96), (278, 160), (570, 30), (882, 9), (1028, 63), (373, 150), (545, 104), (149, 104), (872, 81), (13, 91), (43, 104), (370, 81), (863, 32), (1108, 37), (1132, 4), (297, 133), (928, 88), (208, 55), (418, 14), (909, 84), (305, 244), (189, 23), (607, 29), (1238, 21), (422, 2), (457, 121), (392, 150), (479, 118), (424, 182), (342, 140), (886, 127), (1204, 37), (102, 140), (11, 129), (592, 13), (896, 177), (545, 99), (76, 114), (278, 258), (342, 23), (699, 13), (885, 140), (551, 124), (905, 118), (388, 8), (755, 21), (582, 111), (1043, 79), (437, 31), (512, 34), (241, 56), (440, 27), (1003, 24), (133, 132), (1151, 115), (254, 22), (170, 50), (790, 145), (937, 15), (380, 27), (1034, 222), (95, 123), (333, 13), (144, 15), (479, 14), (372, 126), (295, 22), (201, 15), (1226, 37), (34, 5), (359, 61), (673, 211), (941, 62), (597, 100), (1194, 108), (1188, 37), (255, 98), (1112, 38), (696, 69), (244, 88), (144, 10), (281, 235), (804, 196), (60, 16), (332, 57), (1119, 37), (1004, 59), (1041, 117), (442, 54), (398, 29), (934, 9), (945, 9), (660, 380), (573, 146), (1071, 14), (990, 35), (424, 41), (687, 15), (582, 60), (719, 47), (5, 48), (1077, 30), (905, 85), (1171, 204), (571, 87), (816, 165), (909, 64), (763, 19), (510, 77), (104, 292), (250, 108), (301, 92), (392, 112), (461, 44), (27, 90), (118, 208), (668, 114), (839, 14), (431, 21), (268, 143), (120, 16), (184, 28), (920, 87), (483, 95), (36, 31), (684, 94), (332, 191), (915, 112), (1233, 34), (1185, 134), (811, 54), (1237, 153), (432, 134), (69, 82), (332, 65), (1193, 92), (168, 42), (120, 2), (20, 64), (67, 5), (515, 6), (1043, 162), (168, 69), (431, 43), (861, 5), (1019, 61), (319, 58), (933, 119), (70, 37), (299, 9), (268, 3), (582, 50), (359, 158), (540, 44), (768, 88), (392, 66), (666, 40), (1118, 39), (135, 4), (875, 52), (687, 90), (377, 193), (776, 37), (268, 295), (762, 111), (297, 188), (988, 194), (36, 165), (751, 129), (163, 215), (63, 137), (1187, 3), (1187, 12), (585, 191), (905, 43), (934, 88), (673, 56), (594, 1), (674, 119), (803, 4), (729, 64), (944, 16), (298, 133), (352, 113), (1004, 39), (941, 10), (255, 37), (663, 2), (1043, 134), (1163, 50), (255, 55), (221, 53), (849, 21), (964, 97), (1031, 7), (830, 26), (582, 31), (819, 142), (165, 17), (203, 120), (875, 24), (331, 49), (593, 46), (483, 174), (1004, 7), (990, 109), (286, 163), (368, 202), (268, 276), (47, 128), (297, 178), (210, 33), (967, 152), (1091, 20), (255, 32), (889, 71), (944, 105), (73, 131), (295, 104), (727, 36), (866, 203), (76, 47), (787, 59), (1083, 39), (664, 101), (141, 298), (172, 145), (1076, 45), (703, 19), (307, 446), (719, 152), (32, 18), (1109, 78), (190, 46), (1005, 97), (722, 163), (517, 32), (73, 144), (822, 21), (525, 143), (1099, 131), (1169, 65), (103, 163), (863, 40), (1000, 27), (1051, 109), (38, 61), (541, 7), (896, 64), (154, 83), (1194, 5), (1132, 30), (210, 14), (156, 43), (617, 20), (387, 52), (559, 15), (595, 99), (69, 160), (684, 37), (870, 38), (208, 184), (545, 107), (863, 17), (1008, 115), (549, 77), (503, 119), (243, 159), (1076, 8), (388, 7), (73, 4), (299, 78), (803, 267), (719, 124), (272, 97), (398, 47), (756, 39), (599, 55), (714, 42), (498, 161), (894, 18), (1088, 130), (333, 39), (301, 16), (666, 10), (270, 10), (498, 17), (855, 35), (415, 248), (924, 116), (1084, 123), (840, 19), (195, 92), (1237, 194), (984, 23), (34, 13), (64, 26), (125, 140), (522, 105), (732, 76), (779, 8), (484, 258), (653, 39), (297, 23), (905, 13), (202, 14), (545, 97), (298, 58), (901, 119), (549, 85), (262, 1), (661, 137), (896, 40), (248, 75), (947, 122), (1116, 52), (63, 57), (1161, 51), (763, 41), (372, 156), (703, 8), (295, 52), (1112, 185), (73, 88), (387, 46), (148, 2), (433, 13), (1051, 26), (498, 142), (63, 160), (502, 103), (592, 6), (346, 121), (545, 92), (703, 102), (1043, 198)}"
DISEASEAND,"{(977, 60)}"
DISEASED,"{(499, 74), (1054, 29), (821, 73), (28, 58), (1045, 139), (279, 66), (977, 44), (516, 11)}"
DISEASEFREE,"{(710, 36)}"
DISEASEMEDICATION,"{(449, 0)}"
DISEASES,"{(1237, 200), (171, 52), (1164, 42), (866, 144), (990, 79), (805, 79), (557, 32), (17, 85), (134, 158), (820, 15), (652, 68), (462, 206), (735, 29), (841, 65), (978, 52), (197, 152), (933, 93), (885, 172), (162, 51), (428, 21), (1114, 34), (1217, 7), (134, 96), (517, 7), (589, 48), (634, 80), (46, 68), (241, 42), (1229, 36), (982, 171), (1194, 8), (344, 63), (582, 72), (237, 1), (554, 19), (437, 74), (734, 105), (334, 153), (41, 19), (247, 115), (774, 31), (863, 11), (1099, 218), (67, 47), (197, 83), (1228, 24), (554, 49), (716, 120), (664, 3), (166, 25), (46, 118), (1079, 59), (666, 82), (911, 51), (388, 74), (496, 110), (304, 260), (557, 13), (1114, 22), (334, 121), (652, 31), (652, 49), (341, 7), (761, 1), (1011, 12), (237, 35), (723, 2), (821, 104), (589, 29), (805, 71), (177, 75), (241, 23), (652, 170), (421, 8), (325, 86), (607, 9), (1091, 113), (334, 6), (518, 108), (120, 34), (165, 121), (1217, 63), (67, 28), (669, 87), (593, 95), (1087, 63), (978, 165), (134, 109), (652, 10), (723, 61), (60, 107), (837, 0), (1099, 192), (1051, 152), (197, 2), (982, 28), (1031, 97), (1164, 13), (116, 87), (1079, 6), (652, 3), (648, 57), (980, 30), (982, 3), (841, 27), (41, 4), (490, 68), (1228, 9), (1051, 175), (976, 190), (247, 20), (346, 23), (1124, 25), (177, 19), (1076, 51), (382, 73), (980, 7), (177, 104), (820, 27), (1229, 9), (197, 45), (1228, 50), (738, 284), (334, 72), (805, 20), (373, 63), (782, 36), (297, 135), (731, 34), (1170, 32), (1045, 74), (923, 94), (557, 137), (315, 21), (247, 33), (118, 56), (133, 139), (861, 66), (779, 76), (12, 41), (1124, 4), (1114, 66), (726, 143), (984, 66)}"
DISFIGUREMENT,"{(701, 85)}"
DISHES,"{(575, 31)}"
DISINTEGRATE,"{(463, 36)}"
DISINTEGRATED,"{(463, 195), (40, 99)}"
DISK,"{(1090, 125)}"
DISKS,"{(161, 7)}"
DISLOCATION,"{(476, 99)}"
DISOBSTRUCTED,"{(775, 60)}"
DISORDER,"{(109, 68), (756, 19), (1001, 64), (452, 13), (822, 141), (236, 99), (254, 28), (793, 1), (297, 11), (69, 34), (297, 194), (332, 185), (509, 4), (239, 143), (64, 56), (822, 55), (605, 78), (974, 21), (1079, 19), (748, 179), (776, 9), (39, 20), (664, 112), (748, 252), (279, 188), (974, 8), (484, 242), (793, 82), (822, 14), (70, 117), (328, 12), (208, 194), (617, 5), (1080, 7), (102, 191), (168, 11), (1194, 90), (1087, 49), (468, 99), (106, 164), (186, 62), (493, 12), (568, 15), (1087, 128), (1083, 167), (889, 12), (643, 182)}"
DISORDERED,"{(959, 8), (1107, 6)}"
DISORDERS,"{(1075, 10), (56, 19), (779, 170), (1075, 28), (117, 108), (896, 181), (72, 130), (421, 34), (360, 69), (1079, 64), (1001, 38), (247, 3), (14, 280), (14, 225), (841, 12), (978, 246), (100, 14), (14, 90), (14, 328), (14, 273), (935, 58), (1194, 65), (215, 116), (428, 16), (935, 79), (100, 162), (994, 30), (76, 51), (14, 12), (197, 14), (360, 84), (1031, 118), (237, 44), (14, 261), (215, 77), (133, 99), (264, 45), (994, 7), (945, 50), (943, 7), (1194, 80), (852, 124), (863, 35), (14, 254), (46, 170), (14, 318), (360, 125), (215, 15), (215, 33), (1132, 16), (14, 55), (779, 157), (403, 80), (46, 172), (610, 10), (731, 10), (14, 265), (153, 33), (634, 13), (46, 1), (133, 133), (72, 110), (490, 22), (120, 114), (215, 3), (360, 232), (927, 44), (14, 269), (450, 98), (120, 70), (403, 77), (990, 121), (14, 189), (821, 53), (1075, 152), (46, 190), (1116, 61), (863, 9), (72, 7), (1194, 29), (76, 13), (237, 22), (360, 10), (634, 85), (247, 72)}"
DISORGANISATION,"{(281, 106)}"
DISORGANISES,"{(325, 136)}"
DISPARATE,"{(495, 157), (1156, 164), (72, 43)}"
DISPEL,"{(279, 108)}"
DISPERSIBLE,"{(878, 77)}"
DISPERSION,"{(674, 101), (172, 63)}"
DISPERSIVE,"{(1193, 53), (567, 175)}"
DISPLACEMENT,"{(1003, 112)}"
DISPLAY,"{(1141, 45), (324, 154)}"
DISPLAYED,"{(1207, 32), (953, 46), (564, 167), (530, 101), (786, 169), (374, 146)}"
DISPLAYING,"{(1207, 149)}"
DISPLAYS,"{(509, 131)}"
DISPOSITION,"{(978, 14), (978, 241), (680, 9), (373, 78), (1181, 17), (978, 223)}"
DISPOSITIONAL,"{(373, 18)}"
DISPROPORTIONATE,"{(813, 81), (255, 88), (46, 16), (582, 43)}"
DISPROPORTIONATELY,"{(1043, 102)}"
DISPROVE,"{(147, 78), (90, 101)}"
DISPUTE,"{(964, 8)}"
DISREGARD,"{(389, 72)}"
DISRUPTED,"{(100, 103), (575, 207)}"
DISRUPTION,"{(481, 87), (575, 39)}"
DISSEMINATED,"{(979, 31), (779, 102)}"
DISSOCIANTS,"{(1086, 163), (176, 125)}"
DISSOCIATE,"{(260, 178)}"
DISSOCIATED,"{(892, 241), (260, 161), (214, 56), (176, 57), (565, 217)}"
DISSOCIATES,"{(539, 95), (539, 104)}"
DISSOCIATION,"{(214, 72), (192, 89), (643, 247)}"
DISSOLUTION,"{(744, 82)}"
DISSOLVED,"{(414, 126)}"
DISTAL,"{(1016, 59), (1235, 87), (981, 35), (1235, 0), (201, 216), (1235, 21)}"
DISTANCE,"{(664, 127), (664, 133)}"
DISTANCES,"{(453, 147)}"
DISTENDED,"{(36, 108), (240, 7), (299, 50), (788, 60)}"
DISTENSION,"{(801, 31), (36, 98), (1121, 178)}"
DISTILLED,"{(482, 123), (542, 196)}"
DISTINCT,"{(1089, 152), (405, 52), (567, 136), (37, 93), (726, 219), (1086, 177), (1139, 96), (891, 77), (174, 58), (892, 50), (83, 176), (341, 82), (1086, 153), (1086, 104), (621, 11), (892, 261)}"
DISTINCTION,"{(749, 8), (206, 101), (37, 66), (1151, 127), (174, 77), (1073, 71)}"
DISTINCTIVE,"{(1192, 82), (77, 203), (666, 47)}"
DISTINGUISH,"{(1137, 49), (1238, 131), (301, 77), (666, 71), (407, 9), (301, 60), (107, 170), (225, 95), (1211, 84)}"
DISTINGUISHABLE,"{(1086, 226)}"
DISTINGUISHED,"{(304, 113), (47, 68), (661, 152), (558, 28), (172, 106), (45, 25), (174, 64), (1222, 168), (304, 137), (482, 118), (683, 76)}"
DISTORT,"{(1130, 96)}"
DISTORTED,"{(467, 58), (308, 118), (100, 100)}"
DISTORTION,"{(206, 138), (201, 205), (206, 73)}"
DISTORTS,"{(206, 21)}"
DISTRESS,"{(768, 4), (332, 197), (768, 13), (332, 7), (99, 25), (787, 13), (332, 141), (1036, 124), (1036, 92), (910, 27)}"
DISTRESSING,"{(838, 83), (34, 58), (1036, 119)}"
DISTRIBUTED,"{(325, 123), (615, 97), (731, 47), (807, 28), (964, 94)}"
DISTRIBUTION,"{(418, 24), (1145, 50), (93, 181), (885, 39), (629, 134), (686, 67), (1145, 62), (1197, 170), (1097, 25), (162, 67), (554, 21), (780, 31), (165, 69), (1045, 60), (1057, 1), (1175, 66), (307, 342), (243, 37), (271, 59), (623, 1), (393, 0), (977, 29), (425, 4), (409, 57), (680, 105), (623, 74), (504, 108), (1162, 120), (165, 242), (393, 39), (629, 142), (584, 0), (1016, 17), (275, 1), (165, 10), (1055, 33), (155, 94), (368, 58), (4, 93), (1162, 71), (1197, 321), (373, 32), (496, 115), (858, 37), (360, 175), (1055, 75), (1057, 48), (584, 51), (93, 78), (365, 0), (6, 6), (1175, 79), (137, 14)}"
DISTRIBUTIONS,"{(885, 64), (307, 335), (956, 105), (268, 42), (885, 18), (885, 94), (885, 1), (885, 155)}"
DISTRICT,"{(13, 39)}"
DISTRICTS,"{(968, 180)}"
DISTURBANCE,"{(481, 130), (864, 161), (760, 51), (1197, 328), (1216, 137), (1172, 269), (760, 95), (467, 51), (1145, 26), (1157, 41), (250, 133), (45, 76), (388, 1), (1197, 522), (336, 114), (748, 222)}"
DISTURBANCES,"{(423, 14), (175, 113), (386, 43), (1177, 109), (24, 100), (748, 34), (741, 80), (748, 188), (919, 127), (215, 47), (444, 31), (919, 155)}"
DISTURBED,"{(994, 118), (201, 108), (994, 160), (190, 38)}"
DITHIOTHREITOL,"{(847, 57), (847, 70), (1055, 50), (847, 101)}"
DIURESIS,"{(316, 75), (316, 15), (316, 10)}"
DIURETIC,"{(684, 80)}"
DIURNAL,"{(259, 50), (345, 214)}"
DIVERGENCE,"{(269, 82), (119, 34)}"
DIVERGES,"{(1002, 134)}"
DIVERSE,"{(41, 18), (386, 75), (566, 30), (434, 63)}"
DIVERSITY,"{(430, 83), (36, 19), (333, 23), (434, 80)}"
DIVERTICULITIS,"{(41, 70)}"
DIVERTICULOSIS,"{(255, 35), (255, 100), (255, 56)}"
DIVIDE,"{(761, 57), (336, 47)}"
DIVIDED,"{(172, 75), (238, 75), (260, 87), (458, 145), (347, 55), (1082, 34), (130, 72), (1120, 66), (180, 33), (667, 35), (458, 59), (575, 80), (61, 32), (411, 62), (745, 87), (383, 34), (768, 40), (326, 9), (661, 35)}"
DIVIDES,"{(368, 38)}"
DIVIDING,"{(567, 66)}"
DIVISION,"{(336, 93), (511, 74)}"
DIVORCE,"{(557, 85), (557, 2), (557, 19), (557, 67)}"
DNA,"{(976, 132), (425, 20), (1029, 52), (453, 45), (976, 25), (1142, 5), (1029, 134), (138, 24), (453, 66), (1142, 23), (453, 206), (976, 85), (31, 95), (841, 46), (453, 7), (425, 55), (841, 55), (841, 3), (425, 6), (841, 73), (463, 182), (976, 142), (463, 139), (841, 109), (976, 105), (31, 109), (850, 60), (976, 50)}"
DNASE,"{(1221, 44)}"
DO,"{(1124, 141), (1222, 29), (208, 77), (923, 47), (375, 257), (201, 227), (779, 54), (646, 220), (377, 89), (811, 186), (911, 39), (312, 152), (959, 155), (1128, 110), (201, 74), (279, 170), (295, 157), (312, 167), (767, 125), (1218, 3), (765, 167), (609, 57), (547, 18), (76, 109), (206, 121), (1012, 47), (1238, 97), (689, 132), (217, 42), (1128, 100), (1122, 99), (206, 75), (493, 138), (1237, 171), (107, 203), (206, 84), (1139, 176), (689, 98), (551, 146), (694, 118), (480, 49), (710, 78), (726, 40), (997, 52), (399, 72), (1238, 120), (1076, 116), (479, 71), (1016, 248), (90, 52), (308, 0), (398, 113), (825, 61), (139, 167), (812, 253), (1099, 32), (80, 41), (1215, 85), (538, 108), (31, 176), (1129, 146), (760, 84)}"
DOCTORS,"{(298, 87)}"
DOCUMENT,"{(387, 55), (140, 125)}"
DOCUMENTATION,"{(911, 140)}"
DOCUMENTED,"{(352, 49), (271, 88), (1106, 65), (479, 94), (358, 32), (434, 22), (549, 32), (562, 16), (753, 122), (1105, 109), (1179, 63), (99, 34), (1219, 24), (796, 60), (531, 59), (314, 50), (271, 44), (875, 111)}"
DOCUMENTS,"{(801, 52), (582, 65)}"
DODECYL,"{(675, 167), (374, 134), (675, 215)}"
DOES,"{(689, 167), (596, 64), (563, 369), (538, 68), (828, 29), (946, 88), (194, 209), (1200, 188), (824, 77), (470, 119), (1156, 166), (1153, 88), (905, 108), (452, 31), (292, 24), (1175, 75), (47, 101), (274, 52), (215, 210), (1170, 219), (399, 49), (67, 125), (107, 167), (732, 54), (1115, 36), (1048, 159), (211, 111), (17, 69), (947, 49), (1105, 40), (692, 30), (518, 64), (859, 61), (105, 84), (1139, 164), (139, 235), (73, 52), (615, 167), (151, 78), (563, 343), (108, 95), (535, 43), (920, 0), (297, 150), (481, 59), (58, 14), (367, 251), (966, 52), (31, 152), (1220, 112), (1087, 67), (947, 72), (1197, 311), (208, 172), (105, 37), (68, 76), (103, 128)}"
DOGFISH,"{(636, 50)}"
DOGGETT,"{(419, 17)}"
DOING,"{(544, 66)}"
DOLAN,"{(163, 38)}"
DOMICILIARY,"{(1152, 59), (1034, 142)}"
DOMINANT,"{(431, 186)}"
DOMINATE,"{(333, 149)}"
DOMINATED,"{(1019, 33)}"
DONE,"{(355, 35), (293, 26), (630, 38), (610, 78), (882, 45), (920, 41), (135, 144), (1136, 87), (542, 129), (88, 87), (612, 74), (1202, 202), (340, 79), (235, 105), (236, 11), (657, 69), (349, 17), (414, 34), (734, 124), (920, 67), (321, 22), (1119, 63), (700, 24), (856, 67), (135, 32), (354, 9), (995, 63), (712, 65), (1027, 71)}"
DONOR,"{(840, 171)}"
DONORS,"{(583, 59), (572, 46), (106, 129), (918, 76), (1204, 160), (874, 85)}"
DOPAMINEBETAHYDROXYLASE,"{(1058, 56)}"
DOROTHEE,"{(776, 61)}"
DORSAL,"{(643, 102)}"
DORYL,"{(707, 55)}"
DOSAGE,"{(838, 61), (49, 41), (506, 54), (159, 53), (838, 33), (75, 96), (459, 15), (693, 130), (273, 25), (694, 91), (273, 43), (648, 48), (1081, 6), (1078, 1), (634, 46), (699, 59), (688, 13), (1180, 109), (1164, 30)}"
DOSAGES,"{(686, 195), (897, 29), (506, 88)}"
DOSE,"{(686, 113), (1078, 122), (742, 206), (1081, 84), (1021, 106), (742, 276), (742, 99), (548, 108), (766, 59), (253, 145), (82, 83), (123, 90), (487, 28), (709, 80), (742, 150), (709, 28), (742, 217), (1157, 142), (694, 152), (742, 116), (679, 112), (1021, 80), (618, 53), (694, 133), (506, 107), (159, 33), (159, 39), (1021, 46), (1021, 55), (61, 65), (688, 68), (325, 74), (1021, 61), (742, 173), (678, 161), (962, 112), (506, 131), (487, 2), (686, 147), (753, 60), (962, 63)}"
DOSERELATED,"{(742, 349)}"
DOSERESPONSE,"{(904, 82), (668, 88), (1003, 94)}"
DOSES,"{(680, 152), (688, 46), (679, 77), (320, 193), (556, 37), (459, 43), (1143, 120), (676, 346), (61, 33), (686, 94), (680, 29), (1218, 67), (1081, 22), (679, 12), (678, 135), (320, 12), (693, 20), (767, 88), (1143, 55), (1227, 158), (1143, 131), (1078, 44), (1003, 83), (238, 76), (676, 317), (1101, 100), (458, 146), (459, 102), (1021, 18), (458, 60), (679, 120)}"
DOUBLE,"{(786, 17), (1124, 15), (1202, 36), (786, 13), (1146, 134), (222, 42), (786, 122), (521, 250), (325, 73), (1059, 27), (248, 156), (1213, 27), (248, 14), (521, 136)}"
DOUBLEBLIND,"{(918, 45), (1160, 125), (30, 117), (543, 71), (1112, 26), (457, 35), (560, 34)}"
DOUBLED,"{(660, 126), (1231, 36)}"
DOUBLEDOSAGE,"{(594, 36)}"
DOUBLELABEL,"{(312, 74)}"
DOUBLING,"{(154, 33), (336, 52), (850, 0), (1231, 22), (1021, 77), (576, 38), (850, 51), (1231, 72), (850, 17), (576, 89), (1231, 43), (1231, 52), (453, 114)}"
DOUBLINGS,"{(1231, 32)}"
DOUBT,"{(915, 97), (325, 27), (767, 38), (612, 216), (776, 210)}"
DOUBTFUL,"{(120, 8), (244, 270), (246, 142)}"
DOUBTS,"{(697, 82), (999, 54), (43, 72)}"
DOWN,"{(943, 88), (430, 194)}"
DOWNHILL,"{(703, 204), (1000, 118)}"
DOWNS,"{(117, 92), (14, 66), (360, 116)}"
DPAT,"{(248, 142), (248, 129), (248, 186), (248, 115), (248, 18), (248, 104)}"
DPG,"{(757, 32)}"
DR,"{(1139, 10), (105, 6), (1137, 6), (116, 9), (838, 15), (1127, 8), (927, 50), (985, 113), (919, 12), (919, 15), (102, 6), (281, 8), (216, 43), (1129, 65), (19, 252), (898, 16), (112, 13), (927, 6), (280, 9), (112, 16), (985, 14), (925, 8), (925, 5), (315, 155), (485, 11), (773, 8)}"
DRAINAGE,"{(1006, 106), (323, 27), (1150, 46), (323, 94), (1153, 18), (1006, 5), (1006, 136), (1006, 209), (1012, 11), (1006, 215), (546, 1), (1220, 83), (546, 71), (1153, 63), (329, 12), (879, 128), (1006, 181), (363, 47), (1220, 110), (27, 70), (804, 76), (1006, 74), (1220, 58), (546, 101), (1006, 22), (546, 110), (1220, 12), (327, 87), (1220, 137), (546, 125), (754, 160), (546, 18), (1104, 44), (1153, 4), (1006, 58), (1152, 136), (376, 25), (1153, 95), (1220, 130), (1035, 11), (323, 3)}"
DRAMATIC,"{(372, 103), (615, 91), (844, 74), (824, 73), (89, 134)}"
DRAMATICALLY,"{(326, 167), (527, 113)}"
DRAW,"{(499, 42), (220, 15), (483, 79)}"
DRAWAMAN,"{(113, 14)}"
DRAWBACK,"{(877, 95)}"
DRAWING,"{(490, 57)}"
DRAWN,"{(378, 84), (818, 84), (414, 79), (721, 42)}"
DRAWS,"{(1004, 16)}"
DREAM,"{(117, 42)}"
DRESDEN,"{(1182, 5)}"
DRIED,"{(1128, 16), (1128, 0), (417, 52), (1133, 39), (600, 25)}"
DRIEDBLOOD,"{(1133, 0), (1126, 4), (1126, 21)}"
DRIFT,"{(1166, 11), (855, 112), (713, 34), (342, 12), (881, 72)}"
DROP,"{(1120, 230), (181, 123), (1120, 293), (233, 57)}"
DROPLETS,"{(867, 163), (867, 149), (867, 156)}"
DROPPED,"{(956, 256), (1021, 90)}"
DROPS,"{(520, 63)}"
DROUGHT,"{(713, 139)}"
DRS,"{(377, 11)}"
DRUG,"{(696, 93), (1197, 283), (1092, 96), (686, 134), (650, 83), (363, 66), (811, 198), (650, 37), (810, 81), (457, 21), (1092, 187), (1069, 39), (59, 103), (1091, 182), (782, 189), (973, 1), (1234, 121), (1099, 137), (373, 170), (320, 94), (838, 32), (373, 75), (1046, 73), (1181, 75), (686, 169), (686, 53), (542, 161), (321, 43), (686, 89), (742, 176), (1042, 111)}"
DRUGRESISTANT,"{(800, 169)}"
DRUGS,"{(308, 33), (349, 95), (349, 162), (742, 197), (255, 131), (1111, 70), (804, 74), (592, 115), (973, 191), (373, 116), (694, 95), (802, 16), (1165, 151), (373, 91), (542, 263), (935, 57), (1089, 54), (460, 53), (765, 182), (91, 134), (782, 70), (973, 68), (373, 5), (261, 136), (295, 144), (765, 206), (1179, 29), (542, 186), (652, 79), (295, 101), (255, 4), (543, 7), (1003, 98), (543, 190), (15, 55), (321, 6), (543, 34), (742, 66), (680, 155)}"
DRY,"{(425, 66), (303, 116), (380, 52), (261, 177), (1028, 105), (380, 82), (993, 65), (976, 107), (604, 46), (303, 100), (876, 38), (137, 80), (261, 100), (1219, 66), (1014, 121), (425, 22), (303, 75), (261, 78), (805, 99), (379, 15), (827, 59), (425, 79), (522, 207), (261, 56), (976, 35), (1028, 118), (425, 8)}"
DSB,"{(1046, 64), (1046, 112), (1046, 51), (1046, 86), (1046, 143), (1046, 101), (1046, 20)}"
DUAL,"{(1048, 89)}"
DUALLABEL,"{(561, 40)}"
DUBOIS,"{(22, 31)}"
DUCT,"{(1002, 102), (1121, 138), (66, 66), (209, 136), (978, 235), (1121, 113), (832, 1), (314, 231), (314, 228), (900, 38), (745, 289), (900, 34), (474, 5), (1121, 5), (1121, 72), (66, 116), (900, 6), (832, 51), (1121, 44), (474, 41)}"
DUCTAL,"{(440, 172), (480, 56), (522, 234), (975, 90)}"
DUCTOGRAMS,"{(156, 23)}"
DUCTS,"{(788, 45), (266, 88), (333, 84), (309, 62), (1145, 59), (297, 39), (474, 80), (522, 44), (1121, 272), (522, 123), (776, 122), (1121, 342), (533, 25), (522, 89), (139, 214), (643, 37), (1121, 149), (776, 118), (522, 94), (522, 42), (1121, 264), (522, 115), (441, 99), (658, 201)}"
